nr_municipio;nb_municipio;latitude_municipio;longitude_municipio;cd_municipio_ibge;ae_municipio
3496.0;Campos dos Goytacazes - RJ;-21.754;-41.324;3301009;4026.696
3500.0;Conceição de Macabu - RJ;-22.085;-41.868;3301405;347.272
3510.0;Macaé - RJ;-22.371;-41.787;3302403;1216.846
3536.0;São João da Barra - RJ;-21.64;-41.051;3305000;455.044
3551.0;Italva - RJ;-21.421;-41.691;3302056;293.818
3590.0;Quissamã - RJ;-22.107;-41.472;3304151;712.867
2044.0;Cardoso Moreira - RJ;-21.488;-41.616;3301157;524.631
771.0;Carapebus - RJ;-22.187;-41.661;3300936;308.13
781.0;São Francisco de Itabapoana - RJ;-21.47;-41.119;3304755;1122.438
3497.0;Cantagalo - RJ;-21.981;-42.368;3301108;749.279
3502.0;Duas Barras - RJ;-22.051;-42.522;3301603;375.126
3523.0;Paraíba do Sul - RJ;-22.162;-43.293;3303708;580.525
3540.0;Sapucaia - RJ;-21.995;-42.914;3305406;541.711
3546.0;Três Rios - RJ;-22.117;-43.209;3306008;326.136
2049.0;Areal - RJ;-22.231;-43.106;3300225;110.919
2050.0;Comendador Levy Gasparian - RJ;-22.029;-43.205;3300951;106.887
3491.0;Bom Jardim - RJ;-22.152;-42.419;3300506;384.639
3501.0;Cordeiro - RJ;-22.029;-42.361;3301504;116.349
3532.0;Santa Maria Madalena - RJ;-21.955;-42.008;3304607;814.763
3539.0;São Sebastião do Alto - RJ;-21.957;-42.135;3305307;397.898
775.0;Macuco - RJ;-21.984;-42.253;3302452;77.719
3489.0;Barra do Piraí - RJ;-22.47;-43.826;3300308;578.965
3528.0;Resende - RJ;-22.469;-44.447;3304201;1095.253
3531.0;Rio das Flores - RJ;-22.168;-43.586;3304508;478.313
3588.0;Itatiaia - RJ;-22.496;-44.563;3302254;245.147
2048.0;Quatis - RJ;-22.407;-44.258;3304128;286.093
779.0;Porto Real - RJ;-22.42;-44.29;3304110;50.748
3544.0;Teresópolis - RJ;-22.412;-42.966;3305802;770.601
3591.0;São José do Vale do Rio Preto - RJ;-22.151;-42.924;3305158;220.432
3504.0;Engenheiro Paulo de Frontin - RJ;-22.55;-43.678;3301801;132.94
3515.0;Miguel Pereira - RJ;-22.454;-43.469;3302908;289.183
3526.0;Piraí - RJ;-22.629;-43.898;3304003;505.375
3548.0;Vassouras - RJ;-22.404;-43.663;3306206;538.129
777.0;Pinheiral - RJ;-22.513;-44.001;3303955;76.53
3494.0;Cachoeiras de Macacu - RJ;-22.463;-42.653;3300803;953.801
3529.0;Rio Bonito - RJ;-22.708;-42.626;3304300;456.455
3542.0;Silva Jardim - RJ;-22.651;-42.392;3305604;937.547
2047.0;Rio das Ostras - RJ;-22.527;-41.945;3304524;229.044
3506.0;Itaguaí - RJ;-22.852;-43.775;3302007;275.867
3511.0;Magé - RJ;-22.653;-43.041;3302502;388.496
3513.0;Maricá - RJ;-22.919;-42.819;3302700;362.571
3519.0;Niterói - RJ;-22.883;-43.104;3303302;133.916
3521.0;Nova Iguaçu - RJ;-22.759;-43.451;3303500;521.247
3535.0;São Gonçalo - RJ;-22.826999999999998;-43.054;3304904;247.709
2041.0;Belford Roxo - RJ;-22.764;-43.399;3300456;77.815
2040.0;Guapimirim - RJ;-22.537;-42.982;3301850;360.766
2042.0;Queimados - RJ;-22.716;-43.555;3304144;75.695
2043.0;Japeri - RJ;-22.643;-43.653;3302270;81.871
785.0;Seropédica - RJ;-22.744;-43.708;3305554;283.762
787.0;Tanguá - RJ;-22.73;-42.714;3305752;145.503
3493.0;Cabo Frio - RJ;-22.879;-42.019;3300704;410.418
3550.0;Arraial do Cabo - RJ;-22.966;-42.028;3300258;160.286
769.0;Armação dos Búzios - RJ;-22.747;-41.882;3300233;70.278
773.0;Iguaba Grande - RJ;-22.839;-42.229;3301876;51.945
3487.0;Angra dos Reis - RJ;-23.007;-44.318;3300100;825.088
3524.0;Parati - RJ;-23.218;-44.713;3303807;925.053
3587.0;Rio de Janeiro - RJ;-22.903;-43.208;3304557;1200.278
3656.0;Aparecida d'Oeste - SP;-20.449;-50.88;3502606;179.016
3772.0;Dolcinópolis - SP;-20.123;-50.513;3514205;78.339
3782.0;Estrela d'Oeste - SP;-20.288;-50.401;3515202;296.41
3785.0;Fernandópolis - SP;-20.284;-50.246;3515509;550.033
3810.0;Guarani d'Oeste - SP;-20.075;-50.339;3518008;85.53
3837.0;Indiaporã - SP;-19.98;-50.29;3520707;279.596
3878.0;Jales - SP;-20.269;-50.546;3524808;368.519
3912.0;Macedônia - SP;-20.146;-50.194;3528205;327.724
3921.0;Marinópolis - SP;-20.441;-50.823;3529104;77.832
3926.0;Meridiano - SP;-20.359;-50.173;3529609;229.246
3930.0;Mira Estrela - SP;-19.979;-50.137;3530003;216.83
3982.0;Palmeira d'Oeste - SP;-20.416;-50.762;3535200;319.222
3989.0;Paranapuã - SP;-20.103;-50.586;3535903;140.475
3999.0;Pedranópolis - SP;-20.248;-50.11;3536901;260.185
4034.0;Populina - SP;-19.954;-50.538;3540408;315.947
4075.0;Rubinéia - SP;-20.179;-51.002;3544509;242.897
4087.0;Santa Albertina - SP;-20.032;-50.728;3545704;272.774
4091.0;Santa Clara d'Oeste - SP;-20.089;-50.954;3546108;183.427
4096.0;Santa Fé do Sul - SP;-20.211;-50.926;3546603;206.186
4102.0;Santana da Ponte Pensa - SP;-20.253;-50.797;3547205;130.263
4104.0;Santa Rita d'Oeste - SP;-20.143;-50.833;3547403;210.081
4120.0;São Francisco - SP;-20.359;-50.697;3549003;75.617
4122.0;São João das Duas Pontes - SP;-20.389;-50.378;3549201;129.34
4179.0;Três Fronteiras - SP;-20.235;-50.89;3554904;151.186
4183.0;Turmalina - SP;-20.052;-50.476;3555307;147.938
4188.0;Urânia - SP;-20.246;-50.643;3555802;208.942
2077.0;Aspásia - SP;-20.159;-50.733;3503950;69.337
2079.0;Nova Canaã Paulista - SP;-20.386;-50.949;3532843;124.419
2080.0;Pontalinda - SP;-20.441;-50.523;3540259;210.19
2078.0;Mesópolis - SP;-19.966;-50.638;3529658;148.855
821.0;Santa Salete - SP;-20.245;-50.688;3547650;79.389
827.0;Vitória Brasil - SP;-20.197;-50.484;3556958;49.696
807.0;Ouroeste - SP;-20.001;-50.372;3534757;288.838
3642.0;Álvares Florence - SP;-20.321;-49.911;3501202;362.941
3648.0;Américo de Campos - SP;-20.299;-49.732;3501806;253.101
3737.0;Cardoso - SP;-20.082;-49.914;3510708;639.725
3759.0;Cosmorama - SP;-20.478;-49.778;3512902;441.707
4033.0;Pontes Gestal - SP;-20.167;-49.703;3540309;217.378
4201.0;Votuporanga - SP;-20.423;-49.973;3557105;421.034
2081.0;Parisi - SP;-20.304;-50.015;3536257;84.522
3809.0;Guaraci - SP;-20.499;-48.945;3517901;641.501
3828.0;Icém - SP;-20.342;-49.195;3519808;362.593
3969.0;Olímpia - SP;-20.737;-48.915;3533908;802.652
3972.0;Orindiúva - SP;-20.182;-49.351;3534203;248.108
3996.0;Paulo de Faria - SP;-20.031;-49.383;3536604;738.29
4072.0;Riolândia - SP;-19.99;-49.681;3544202;633.375
3685.0;Barretos - SP;-20.557;-48.568;3505500;1565.639
3750.0;Colina - SP;-20.713;-48.541;3512001;422.574
3751.0;Colômbia - SP;-20.176;-48.689;3512100;729.254
3804.0;Guaíra - SP;-20.318;-48.311;3517406;1258.476
3872.0;Jaborandi - SP;-20.688;-48.413;3524204;273.438
3660.0;Aramina - SP;-20.09;-47.786;3503000;202.887
3712.0;Buritizal - SP;-20.191;-47.708;3508207;266.42
3807.0;Guará - SP;-20.428;-47.824;3517703;362.482
3831.0;Igarapava - SP;-20.038;-47.747;3520103;468.246
3843.0;Ipuã - SP;-20.438;-48.012;3521309;465.884
3871.0;Ituverava - SP;-20.339;-47.781;3524105;705.236
3927.0;Miguelópolis - SP;-20.179;-48.032;3529708;821.96
3949.0;Morro Agudo - SP;-20.731;-48.058;3531902;1388.195
3973.0;Orlândia - SP;-20.72;-47.887;3534302;291.774
4124.0;São Joaquim da Barra - SP;-20.581;-47.855;3549409;410.597
3762.0;Cristais Paulista - SP;-20.397;-47.42;3513207;385.23
3792.0;Franca - SP;-20.539;-47.401;3516200;605.681
3867.0;Itirapuã - SP;-20.641;-47.219;3523701;161.118
3884.0;Jeriquara - SP;-20.311;-47.589;3525409;141.971
3993.0;Patrocínio Paulista - SP;-20.639;-47.282;3536307;602.848
4000.0;Pedregulho - SP;-20.257;-47.477;3537008;712.604
4057.0;Restinga - SP;-20.603;-47.483;3542701;245.746
4061.0;Ribeirão Corrente - SP;-20.457;-47.59;3543105;148.332
4066.0;Rifaina - SP;-20.081;-47.421;3543600;162.508
4125.0;São José da Bela Vista - SP;-20.593;-47.64;3549508;276.952
3651.0;Andradina - SP;-20.896;-51.379;3502101;964.19
3658.0;Araçatuba - SP;-21.209;-50.433;3502804;1167.438
3692.0;Bento de Abreu - SP;-21.271;-50.812;3506201;301.395
3740.0;Castilho - SP;-20.872;-51.488;3511003;1065.803
3808.0;Guaraçaí - SP;-21.028;-51.207;3517802;569.869
3812.0;Guararapes - SP;-21.261;-50.643;3518206;956.344
3860.0;Itapura - SP;-20.646;-51.509;3523008;301.368
3895.0;Lavínia - SP;-21.168;-51.04;3526506;537.732
3931.0;Mirandópolis - SP;-21.134;-51.102;3530102;918.8
3951.0;Murutinga do Sul - SP;-20.993;-51.278;3532108;250.837
4004.0;Pereira Barreto - SP;-20.638;-51.109;3537404;978.884
4074.0;Rubiácea - SP;-21.301;-50.727;3544400;236.927
2058.0;Ilha Solteira - SP;-20.433;-51.343;3520442;652.449
2056.0;Santo Antônio do Aracanguá - SP;-20.937;-50.496;3548054;1308.235
2059.0;Suzanápolis - SP;-20.501;-51.025;3552551;330.211
3672.0;Auriflama - SP;-20.686;-50.555;3504206;433.986
3789.0;Floreal - SP;-20.677;-50.145;3515905;204.296
3798.0;Gastão Vidigal - SP;-20.799;-50.187;3516804;180.938
3799.0;General Salgado - SP;-20.648;-50.361;3516903;493.347
3819.0;Guzolândia - SP;-20.65;-50.662;3518909;252.014
3913.0;Magda - SP;-20.644;-50.226;3528304;311.711
3963.0;Nova Luzitânia - SP;-20.856;-50.262;3533304;74.056
2057.0;São João de Iracema - SP;-20.513;-50.352;3549250;178.61
805.0;Nova Castilho - SP;-20.763;-50.343;3532868;183.232
3632.0;Adolfo - SP;-21.235;-49.644;3500204;211.077
3887.0;José Bonifácio - SP;-21.053;-49.688;3525706;859.947
3911.0;Macaubal - SP;-20.806;-49.964;3528106;248.125
3925.0;Mendonça - SP;-21.167;-49.581;3529500;195.039
3940.0;Monções - SP;-20.85;-50.092;3531001;104.237
3944.0;Monte Aprazível - SP;-20.773;-49.714;3531407;496.905
3955.0;Neves Paulista - SP;-20.846;-49.63;3532504;218.34
3957.0;Nipoã - SP;-20.913;-49.778;3532702;137.816
4026.0;Planalto - SP;-21.034;-49.929;3539608;290.1
4029.0;Poloni - SP;-20.785;-49.824;3539905;133.54
4143.0;Sebastianópolis do Sul - SP;-20.655;-49.921;3551306;168.083
4187.0;União Paulista - SP;-20.887;-49.897;3555703;79.111
2072.0;Ubarana - SP;-21.166;-49.718;3555356;209.63
2073.0;Zacarias - SP;-21.052;-50.051;3557154;319.139
3676.0;Bady Bassitt - SP;-20.918;-49.445;3504602;110.359
3678.0;Bálsamo - SP;-20.735;-49.584;3504800;150.602
3743.0;Cedral - SP;-20.903;-49.268;3511300;197.688
3805.0;Guapiaçu - SP;-20.795;-49.22;3517505;324.916
3824.0;Ibirá - SP;-21.08;-49.241;3519402;271.912
3875.0;Jaci - SP;-20.882;-49.57;3524501;145.524
3933.0;Mirassol - SP;-20.819;-49.521;3530300;243.29
3934.0;Mirassolândia - SP;-20.617;-49.464;3530409;166.167
3958.0;Nova Aliança - SP;-21.016;-49.496;3532801;217.311
3960.0;Nova Granada - SP;-20.534;-49.314;3533007;531.884
3970.0;Onda Verde - SP;-20.614;-49.299;3534005;242.308
3980.0;Palestina - SP;-20.39;-49.433;3535002;695.456
4038.0;Potirendaba - SP;-21.043;-49.377;3540804;342.376
4128.0;São José do Rio Preto - SP;-20.82;-49.379;3549805;431.963
799.0;Ipiguá - SP;-20.657;-49.387;3521150;135.685
3667.0;Ariranha - SP;-21.188;-48.787;3503703;133.15
3723.0;Cajobi - SP;-20.88;-48.809;3509304;176.897
3741.0;Catanduva - SP;-21.138;-48.973;3511102;290.596
3742.0;Catiguá - SP;-21.049;-49.058;3511201;148.393
3845.0;Irapuã - SP;-21.279;-49.409;3521507;257.908
3849.0;Itajobi - SP;-21.318;-49.054;3521903;502.066
3965.0;Novo Horizonte - SP;-21.468;-49.221;3533502;931.668
3981.0;Palmares Paulista - SP;-21.083;-48.801;3535101;82.125
3987.0;Paraíso - SP;-21.016;-48.774;3535705;155.842
4011.0;Pindorama - SP;-21.186;-48.907;3538105;184.825
4078.0;Sales - SP;-21.341;-49.485;3544806;308.46
4086.0;Santa Adélia - SP;-21.243;-48.804;3545605;330.895
4190.0;Urupês - SP;-21.202;-49.29;3556008;323.745
4204.0;Embaúba - SP;-20.983;-48.836;3514957;83.129
2074.0;Elisiário - SP;-21.166;-49.112;3514924;93.98
2075.0;Marapoama - SP;-21.259;-49.129;3528858;111.267
2076.0;Novais - SP;-20.992;-48.919;3533254;117.772
3691.0;Bebedouro - SP;-20.949;-48.479;3506102;683.298
3731.0;Cândido Rodrigues - SP;-21.325;-48.631;3510104;70.313
3786.0;Fernando Prestes - SP;-21.264;-48.685;3515608;170.67
3816.0;Guariba - SP;-21.36;-48.228;3518602;270.289
3873.0;Jaboticabal - SP;-21.255;-48.322;3524303;706.602
3943.0;Monte Alto - SP;-21.261;-48.496;3531308;346.5
3945.0;Monte Azul Paulista - SP;-20.907;-48.641;3531506;263.444
4020.0;Pirangi - SP;-21.091;-48.658;3539004;215.458
4025.0;Pitangueiras - SP;-21.009;-48.222;3539509;430.638
4095.0;Santa Ernestina - SP;-21.463;-48.391;3546504;134.421
4162.0;Taiúva - SP;-21.124;-48.452;3553203;132.459
4167.0;Taquaritinga - SP;-21.406;-48.505;3553708;593.581
4198.0;Viradouro - SP;-20.873;-48.297;3556800;217.726
4199.0;Vista Alegre do Alto - SP;-21.171;-48.629;3556909;94.981
823.0;Taquaral - SP;-21.072;-48.41;3553658;53.892
3686.0;Barrinha - SP;-21.194;-48.164;3505609;145.643
3761.0;Cravinhos - SP;-21.34;-47.729;3513108;311.398
3776.0;Dumont - SP;-21.236;-47.973;3514601;111.355
3881.0;Jardinópolis - SP;-21.018;-47.764;3525102;502.215
3906.0;Luís Antônio - SP;-21.555;-47.704;3527603;598.767
4032.0;Pontal - SP;-21.023;-48.037;3540200;356.32
4039.0;Pradópolis - SP;-21.359;-48.066;3540903;167.383
4064.0;Ribeirão Preto - SP;-21.178;-47.81;3543402;650.955
4079.0;Sales Oliveira - SP;-20.772;-47.838;3544905;305.644
4105.0;Santa Rita do Passa Quatro - SP;-21.71;-47.478;3547502;754.141
4106.0;Santa Rosa de Viterbo - SP;-21.473;-47.363;3547601;288.576
4144.0;Serra Azul - SP;-21.311;-47.566;3551405;283.144
4147.0;Sertãozinho - SP;-21.138;-47.99;3551702;402.874
4207.0;Guatapará - SP;-21.497;-48.038;3518859;413.741
3640.0;Altinópolis - SP;-21.026;-47.374;3501004;928.956
3689.0;Batatais - SP;-20.891;-47.585;3505906;849.526
3708.0;Brodowski - SP;-20.991;-47.659;3507803;278.458
3724.0;Cajuru - SP;-21.275;-47.304;3509403;660.088
3739.0;Cássia dos Coqueiros - SP;-21.283;-47.17;3510906;191.683
4109.0;Santo Antônio da Alegria - SP;-21.087;-47.151;3547908;310.291
819.0;Santa Cruz da Esperança - SP;-21.291;-47.43;3546256;148.062
3774.0;Dracena - SP;-21.483;-51.533;3514403;488.041
3788.0;Flora Rica - SP;-21.676;-51.384;3515806;225.299
3790.0;Flórida Paulista - SP;-21.615;-51.174;3516002;525.083
3838.0;Inúbia Paulista - SP;-21.77;-50.962;3520806;87.414
3846.0;Irapuru - SP;-21.571;-51.345;3521606;214.904
3890.0;Junqueirópolis - SP;-21.515;-51.434;3526001;582.959
3904.0;Lucélia - SP;-21.72;-51.019;3527405;314.755
3919.0;Mariápolis - SP;-21.799;-51.181;3528908;185.897
3946.0;Monte Castelo - SP;-21.299;-51.569;3531605;232.565
3961.0;Nova Guataporanga - SP;-21.334;-51.644;3533106;34.116
3976.0;Osvaldo Cruz - SP;-21.797;-50.89;3534609;248.391
3978.0;Ouro Verde - SP;-21.489;-51.7;3534807;267.613
3979.0;Pacaembu - SP;-21.562;-51.261;3534906;338.502
3984.0;Panorama - SP;-21.356;-51.86;3535408;356.311
3990.0;Parapuã - SP;-21.783;-50.793;3536000;365.694
3994.0;Paulicéia - SP;-21.318;-51.831;3536406;373.567
4068.0;Rinópolis - SP;-21.726;-50.722;3543808;358.329
4077.0;Sagres - SP;-21.884;-50.956;3544707;147.802
4081.0;Salmourão - SP;-21.624;-50.861;3545100;172.292
4101.0;Santa Mercedes - SP;-21.351;-51.755;3547106;166.873
4181.0;Tupi Paulista - SP;-21.381;-51.571;3555109;245.335
811.0;Pracinha - SP;-21.851;-51.087;3540853;62.841
3641.0;Alto Alegre - SP;-21.581;-50.164;3501103;319.035
3674.0;Avanhandava - SP;-21.461;-49.95;3504404;338.644
3680.0;Barbosa - SP;-21.267;-49.949;3505104;205.15
3694.0;Bilac - SP;-21.403;-50.471;3506409;157.903
3695.0;Birigui - SP;-21.289;-50.34;3506508;530.919
3707.0;Braúna - SP;-21.499;-50.316;3507704;195.332
3711.0;Buritama - SP;-21.066;-50.147;3508108;326.756
3749.0;Clementina - SP;-21.56;-50.449;3511904;168.836
3755.0;Coroados - SP;-21.352;-50.281;3512506;246.357
3795.0;Gabriel Monteiro - SP;-21.531;-50.555;3516507;138.546
3801.0;Glicério - SP;-21.384;-50.211;3517109;273.556
3907.0;Luiziânia - SP;-21.676;-50.327;3527702;166.549
4003.0;Penápolis - SP;-21.42;-50.078;3537305;710.826
4007.0;Piacatu - SP;-21.592;-50.599;3537701;232.363
4114.0;Santópolis do Aguapeí - SP;-21.638;-50.5;3548401;127.906
2055.0;Lourdes - SP;-20.967;-50.224;3527256;113.743
791.0;Brejo Alegre - SP;-21.166;-50.185;3507753;105.395
3637.0;Agudos - SP;-22.469;-48.988;3500709;966.16
3664.0;Arealva - SP;-22.029;-48.911;3503406;504.973
3673.0;Avaí - SP;-22.147;-49.333;3504305;540.459
3677.0;Balbinos - SP;-21.9;-49.357;3504701;91.635
3690.0;Bauru - SP;-22.315;-49.061;3506003;667.684
3713.0;Cabrália Paulista - SP;-22.456;-49.338;3508306;239.91
3718.0;Cafelândia - SP;-21.803;-49.61;3508801;920.095
3775.0;Duartina - SP;-22.414;-49.404;3514502;264.555
3800.0;Getulina - SP;-21.799;-49.929;3517000;678.7
3802.0;Guaiçara - SP;-21.622;-49.799;3517208;271.141
3803.0;Guaimbê - SP;-21.91;-49.897;3517307;218.013
3811.0;Guarantã - SP;-21.895;-49.59;3518107;461.148
3821.0;Iacanga - SP;-21.89;-49.025;3519105;547.393
3888.0;Júlio Mesquita - SP;-22.009;-49.787;3525805;128.22
3898.0;Lençóis Paulista - SP;-22.599;-48.8;3526803;809.492
3901.0;Lins - SP;-21.679;-49.743;3527108;571.538
3905.0;Lucianópolis - SP;-22.431;-49.523;3527504;189.815
4019.0;Pirajuí - SP;-21.999;-49.457;3538907;824.196
4024.0;Piratininga - SP;-22.413;-49.135;3539400;402.409
4031.0;Pongaí - SP;-21.736;-49.367;3540101;183.33
4041.0;Presidente Alves - SP;-22.1;-49.438;3541109;287.185
4046.0;Promissão - SP;-21.537;-49.858;3541604;779.275
4055.0;Reginópolis - SP;-21.888;-49.225;3542503;410.816
4076.0;Sabino - SP;-21.46;-49.578;3544608;310.895
4202.0;Borebi - SP;-22.569;-48.971;3507456;347.989
809.0;Paulistânia - SP;-22.578;-49.403;3536570;256.654
3647.0;Américo Brasiliense - SP;-21.724;-48.102;3501707;122.738
3662.0;Araraquara - SP;-21.794;-48.176;3503208;1003.674
3697.0;Boa Esperança do Sul - SP;-21.993;-48.391;3506706;690.762
3704.0;Borborema - SP;-21.62;-49.074;3507407;552.256
3767.0;Descalvado - SP;-21.904;-47.619;3513702;753.706
3770.0;Dobrada - SP;-21.517;-48.394;3514007;149.729
3773.0;Dourado - SP;-22.1;-48.318;3514304;205.874
3823.0;Ibaté - SP;-21.955;-47.997;3519303;290.663
3826.0;Ibitinga - SP;-21.758;-48.829;3519600;689.249
3857.0;Itápolis - SP;-21.596;-48.813;3522703;996.852
3923.0;Matão - SP;-21.603;-48.366;3529302;524.855
4059.0;Ribeirão Bonito - SP;-22.067;-48.176;3542909;471.553
4067.0;Rincão - SP;-21.587;-48.071;3543709;315.946
4099.0;Santa Lúcia - SP;-21.685;-48.084;3546900;154.033
4119.0;São Carlos - SP;-22.018;-47.891;3548906;1137.332
4157.0;Tabatinga - SP;-21.717;-48.688;3552700;369.557
4210.0;Motuca - SP;-21.508;-48.151;3532058;228.7
797.0;Gavião Peixoto - SP;-21.839;-48.495;3516853;243.766
825.0;Trabiju - SP;-22.042;-48.336;3554755;63.421
3633.0;Aguaí - SP;-22.059;-46.979;3500303;474.741
3738.0;Casa Branca - SP;-21.774;-47.086;3510807;864.181
3897.0;Leme - SP;-22.186;-47.39;3526704;402.873
3937.0;Mogi Guaçu - SP;-22.372;-46.942;3530706;812.163
3938.0;Mogi-Mirim - SP;-22.432;-46.958;3530805;497.801
4023.0;Pirassununga - SP;-21.996;-47.426;3539301;727.118
4037.0;Porto Ferreira - SP;-21.854;-47.479;3540705;244.906
4092.0;Santa Cruz da Conceição - SP;-22.14;-47.452;3546207;150.128
4093.0;Santa Cruz das Palmeiras - SP;-21.826999999999998;-47.249;3546306;295.337
4163.0;Tambaú - SP;-21.705;-47.274;3553302;561.788
2066.0;Estiva Gerbi - SP;-22.271;-46.945;3557303;74.208
3717.0;Caconde - SP;-21.529;-46.644;3508702;469.98
3769.0;Divinolândia - SP;-21.661;-46.739;3513900;222.127
3868.0;Itobi - SP;-21.737;-46.975;3523800;139.214
3935.0;Mococa - SP;-21.468;-47.005;3530508;854.857
4012.0;Espírito Santo do Pinhal - SP;-22.191;-46.741;3515186;389.421
4111.0;Santo Antônio do Jardim - SP;-22.116;-46.68;3548104;109.956
4121.0;São João da Boa Vista - SP;-21.969;-46.798;3549102;516.418
4127.0;São José do Rio Pardo - SP;-21.596;-46.889;3549706;419.186
4138.0;São Sebastião da Grama - SP;-21.711;-46.821;3550803;252.38
4194.0;Vargem Grande do Sul - SP;-21.832;-46.894;3556404;267.231
3644.0;Álvaro de Carvalho - SP;-22.089;-49.719;3501400;153.165
3645.0;Alvinlândia - SP;-22.444;-49.763;3501509;84.803
3688.0;Bastos - SP;-21.922;-50.734;3505807;171.885
3796.0;Gália - SP;-22.291;-49.553;3516606;356.01
3797.0;Garça - SP;-22.211;-49.656;3516705;555.629
3820.0;Herculândia - SP;-22.004;-50.385;3519006;364.641
3822.0;Iacri - SP;-21.858;-50.689;3519204;322.633
3908.0;Lupércio - SP;-22.415;-49.817;3527801;154.485
3920.0;Marília - SP;-22.214;-49.946;3529005;1170.25
3967.0;Ocauçu - SP;-22.439;-49.923;3533700;300.353
3971.0;Oriente - SP;-22.153;-50.091;3534104;218.608
4030.0;Pompéia - SP;-22.109;-50.172;3540002;784.057
4048.0;Queiroz - SP;-21.799;-50.24;3541802;233.79
4050.0;Quintana - SP;-22.073;-50.308;3542008;319.565
4185.0;Ubirajara - SP;-22.527;-49.663;3555505;282.368
4196.0;Vera Cruz - SP;-22.22;-49.819;3556602;248.072
789.0;Arco-Íris - SP;-21.773;-50.465;3503356;264.733
795.0;Fernão - SP;-22.359;-49.521;3515657;100.761
3682.0;Bariri - SP;-22.074;-48.74;3505203;444.068
3683.0;Barra Bonita - SP;-22.495;-48.558;3505302;149.906
3698.0;Bocaina - SP;-22.136;-48.518;3506805;363.926
3703.0;Boracéia - SP;-22.193;-48.779;3507308;122.11
3771.0;Dois Córregos - SP;-22.366;-48.38;3514106;632.972
3830.0;Igaraçu do Tietê - SP;-22.509;-48.558;3520004;97.72
3850.0;Itaju - SP;-21.981;-48.805;3522000;229.824
3859.0;Itapuí - SP;-22.233;-48.719;3522901;140.799
3883.0;Jaú - SP;-22.296;-48.558;3525300;685.761
3910.0;Macatuba - SP;-22.502;-48.711;3528007;225.211
3928.0;Mineiros do Tietê - SP;-22.409;-48.451;3529807;213.242
3997.0;Pederneiras - SP;-22.352;-48.775;3536703;729.0
3636.0;Águas de São Pedro - SP;-22.599;-47.876;3500600;5.537
3650.0;Analândia - SP;-22.126;-47.663;3502002;325.672
3709.0;Brotas - SP;-22.284;-48.127;3507902;1101.384
3757.0;Corumbataí - SP;-22.22;-47.626;3512704;278.622
3841.0;Ipeúna - SP;-22.436;-47.719;3521101;190.01
3866.0;Itirapina - SP;-22.253;-47.823;3523602;564.762
4069.0;Rio Claro - SP;-22.411;-47.561;3543907;498.422
4100.0;Santa Maria da Serra - SP;-22.567;-48.161;3547007;252.621
4134.0;São Pedro - SP;-22.549;-47.914;3550407;609.091
4177.0;Torrinha - SP;-22.426;-48.169;3554706;315.266
3646.0;Americana - SP;-22.739;-47.331;3501608;133.93
3663.0;Araras - SP;-22.357;-47.384;3503307;644.831
3668.0;Artur Nogueira - SP;-22.573;-47.173;3503802;178.026
3725.0;Campinas - SP;-22.906;-47.061;3509502;794.433
3752.0;Conchal - SP;-22.33;-47.173;3512209;182.793
3754.0;Cordeirópolis - SP;-22.482;-47.457;3512407;137.579
3758.0;Cosmópolis - SP;-22.646;-47.196;3512803;154.657
3779.0;Elias Fausto - SP;-23.043;-47.374;3514908;202.693
3835.0;Indaiatuba - SP;-23.09;-47.218;3520509;312.049
3877.0;Jaguariúna - SP;-22.706;-46.986;3524709;141.401
3899.0;Limeira - SP;-22.565;-47.402;3526902;580.711
3948.0;Monte Mor - SP;-22.947;-47.316;3531803;240.41
3964.0;Nova Odessa - SP;-22.778;-47.296;3533403;74.32
3995.0;Paulínia - SP;-22.761;-47.154;3536505;138.72
4110.0;Santo Antônio de Posse - SP;-22.606;-46.919;3548005;153.997
4154.0;Sumaré - SP;-22.822;-47.267;3552403;153.502
4192.0;Valinhos - SP;-22.971;-46.996;3556206;148.591
2061.0;Engenheiro Coelho - SP;-22.488;-47.215;3515152;109.941
2063.0;Holambra - SP;-22.633;-47.056;3519055;65.577
2062.0;Hortolândia - SP;-22.858;-47.22;3519071;62.276
3635.0;Águas de Lindóia - SP;-22.476;-46.633;3500501;60.126
3649.0;Amparo - SP;-22.701;-46.764;3501905;445.549
3856.0;Itapira - SP;-22.436;-46.822;3522604;518.385
3900.0;Lindóia - SP;-22.523;-46.65;3527009;48.756
3942.0;Monte Alegre do Sul - SP;-22.682;-46.681;3531209;110.306
4001.0;Pedreira - SP;-22.742;-46.901;3537107;108.593
4146.0;Serra Negra - SP;-22.612;-46.701;3551603;203.736
3638.0;Alfredo Marcondes - SP;-21.955;-51.413;3500808;118.399
3643.0;Álvares Machado - SP;-22.079;-51.472;3501301;347.377
3654.0;Anhumas - SP;-22.295;-51.387;3502408;320.452
3719.0;Caiabu - SP;-22.012;-51.236;3508900;252.84
3721.0;Caiuá - SP;-21.832;-51.998;3509106;549.891
3783.0;Estrela do Norte - SP;-22.488;-51.66;3515301;263.42
3829.0;Iepê - SP;-22.661;-51.076;3519907;595.485
3836.0;Indiana - SP;-22.174;-51.252;3520608;126.623
3886.0;João Ramalho - SP;-22.25;-50.768;3525607;415.248
3917.0;Marabá Paulista - SP;-22.108;-51.963;3528700;918.769
