nr_municipio;nb_municipio;latitude_municipio;longitude_municipio;cd_municipio_ibge;ae_municipio
1461.0;Maxaranguape - RN;-5.516;-35.262;2407500;131.316
1467.0;Natal - RN;-5.795;-35.209;2408102;167.263
1476.0;Parnamirim - RN;-5.916;-35.263;2403251;123.471
1507.0;São José de Mipibu - RN;-6.075;-35.238;2412203;290.331
1517.0;Senador Georgino Avelino - RN;-6.163;-35.123;2413201;25.934
1527.0;Tibau do Sul - RN;-6.187;-35.092;2414209;101.822
421.0;Rio do Fogo - RN;-5.273;-35.383;2408953;150.262
1391.0;Alexandria - RN;-6.413;-38.016;2400505;381.205
1395.0;Antônio Martins - RN;-6.213;-37.906;2400901;244.623
1418.0;Doutor Severiano - RN;-6.094;-38.375;2403202;108.279
1425.0;Francisco Dantas - RN;-6.078;-38.119;2403905;181.558
1444.0;João Dias - RN;-6.274;-37.796;2405900;88.173
1455.0;Lucrécia - RN;-6.12;-37.816;2406908;30.931
1456.0;Luís Gomes - RN;-6.414;-38.389;2407005;166.638
1459.0;Marcelino Vieira - RN;-6.294;-38.167;2407302;345.711
1472.0;Paraná - RN;-6.486;-38.313;2408607;81.39
1480.0;Pau dos Ferros - RN;-6.111;-38.209;2409407;259.959
1486.0;Pilões - RN;-6.269;-38.043;2410009;82.69
1488.0;Portalegre - RN;-6.024;-37.988;2410207;110.054
1533.0;Rafael Godeiro - RN;-6.076;-37.717;2410603;100.073
1492.0;Riacho da Cruz - RN;-5.936;-37.946;2410702;127.223
1495.0;Rodolfo Fernandes - RN;-5.788;-38.06;2411007;154.84
1497.0;São Francisco do Oeste - RN;-5.975;-38.152;2411908;75.588
1510.0;São Miguel - RN;-6.212;-38.497;2412500;171.691
1523.0;Taboleiro Grande - RN;-5.93;-38.045;2413805;124.094
1535.0;Viçosa - RN;-5.994;-37.944;2414902;37.905
419.0;Major Sales - RN;-6.406;-38.324;2407252;31.971
437.0;Venha-Ver - RN;-6.326;-38.484;2414753;71.622
431.0;Serrinha dos Pintos - RN;-6.11;-37.956;2413557;122.649
1387.0;Acari - RN;-6.436;-36.639;2400109;608.571
1416.0;Cruzeta - RN;-6.412;-36.79;2403004;295.83
1420.0;Equador - RN;-6.945;-36.718;2403400;264.985
1441.0;Jardim de Piranhas - RN;-6.379;-37.352;2405603;330.532
1446.0;Jucurutu - RN;-6.034;-37.02;2406106;933.729
1475.0;Parelhas - RN;-6.688;-36.658;2408904;513.056
1504.0;São Fernando - RN;-6.376;-37.184;2411809;404.428
1506.0;São João do Sabugi - RN;-6.718;-37.201;2412104;277.012
1509.0;São José do Seridó - RN;-6.449;-36.878;2412401;174.505
1515.0;São Vicente - RN;-6.216;-36.684;2413003;197.817
1519.0;Serra Negra do Norte - RN;-6.666;-37.397;2413409;562.397
433.0;Tenente Laurentino Cruz - RN;-6.148;-36.719;2414159;74.376
1407.0;Campo Redondo - RN;-6.243;-36.183;2402105;213.727
1414.0;Coronel Ezequiel - RN;-6.383;-36.215;2402808;185.748
1439.0;Japi - RN;-6.465;-35.947;2405405;188.991
1465.0;Monte das Gameleiras - RN;-6.441;-35.783;2407906;71.946
1498.0;Santa Cruz - RN;-6.229;-36.023;2411205;624.356
1514.0;São Tomé - RN;-5.973;-36.075;2412906;862.585
1525.0;Tangará - RN;-6.199;-35.802;2414001;356.834
1403.0;Bom Jesus - RN;-5.984;-35.581;2401701;122.038
1448.0;Lagoa d'Anta - RN;-6.391;-35.598;2406205;105.652
1449.0;Lagoa de Pedras - RN;-6.149;-35.438;2406304;117.663
1452.0;Lagoa Salgada - RN;-6.134;-35.494;2406601;79.33
1463.0;Montanhas - RN;-6.486;-35.288;2407708;82.214
1469.0;Nova Cruz - RN;-6.478;-35.434;2408300;277.658
1478.0;Passagem - RN;-6.279;-35.378;2409209;41.215
1494.0;Riachuelo - RN;-5.8149999999999995;-35.825;2410900;262.887
1512.0;São Pedro - RN;-5.898;-35.634;2412708;195.238
423.0;Santa Maria - RN;-5.84;-35.695;2409332;219.569
1557.0;Belém do Brejo do Cruz - PB;-6.189;-37.536;2502003;603.044
1565.0;Brejo do Cruz - PB;-6.349;-37.498;2502805;398.921
1611.0;Jericó - PB;-6.554;-37.809;2507408;179.311
529.0;São José do Brejo do Cruz - PB;-6.213;-37.352;2514651;253.019
489.0;Mato Grosso - PB;-6.534;-37.725;2509370;83.522
1587.0;Cubati - PB;-6.868;-36.351;2505006;136.967
1599.0;Frei Martinho - PB;-6.4030000000000005;-36.456;2506202;244.317
1614.0;Juazeirinho - PB;-7.068;-36.578;2507705;467.526
1651.0;Picuí - PB;-6.555;-36.349;2511400;661.658
451.0;Baraúna - PB;-6.643;-36.254;2501534;50.582
537.0;Tenório - PB;-6.942;-36.629;2516755;105.271
1546.0;Araruna - PB;-6.558;-35.742;2501005;245.723
1572.0;Cacimba de Dentro - PB;-6.642;-35.79;2503506;163.687
1588.0;Cuité - PB;-6.485;-36.157;2505105;741.84
1594.0;Dona Inês - PB;-6.618;-35.632;2505709;166.17
1701.0;Tacima - PB;-6.4879999999999995;-35.637;2516409;246.659
501.0;Riachão - PB;-6.55;-35.646;2512747;90.151
535.0;Sossêgo - PB;-6.769;-36.254;2516151;154.748
477.0;Damião - PB;-6.632;-35.91;2505352;185.685
1544.0;Araçagi - PB;-6.853;-35.381;2500809;231.155
1589.0;Cuitegi - PB;-6.893;-35.523;2505204;39.302
1600.0;Guarabira - PB;-6.855;-35.49;2506301;165.744
1601.0;Gurinhém - PB;-7.124;-35.424;2506400;346.067
1605.0;Ingá - PB;-7.268;-35.613;2506806;287.991
1609.0;Itatuba - PB;-7.375;-35.628;2507200;244.222
1613.0;Juarez Távora - PB;-7.172;-35.583;2507606;70.841
1635.0;Mulungu - PB;-7.024;-35.462;2509800;195.314
1654.0;Pilõezinhos - PB;-6.844;-35.531;2511707;43.901
481.0;Logradouro - PB;-6.614;-35.443;2508554;37.996
531.0;Sertãozinho - PB;-6.751;-35.442;2515930;32.798
503.0;Riachão do Bacamarte - PB;-7.243;-35.666;2512754;38.37
1542.0;Alhandra - PB;-7.439;-34.914;2500601;182.664
1555.0;Bayeux - PB;-7.125;-34.932;2501807;31.973
1567.0;Caaporã - PB;-7.516;-34.908;2503001;150.168
1583.0;Conde - PB;-7.26;-34.908;2504603;172.95
1586.0;Cruz do Espírito Santo - PB;-7.14;-35.086;2504900;195.596
1608.0;Itapororoca - PB;-6.83;-35.247;2507101;146.067
1610.0;Jacaraú - PB;-6.612;-35.293;2507309;253.009
1612.0;João Pessoa - PB;-7.115;-34.863;2507507;211.475
1623.0;Lucena - PB;-6.9;-34.869;2508604;88.944
1630.0;Mataraca - PB;-6.601;-35.051;2509305;184.299
1649.0;Pedras de Fogo - PB;-7.402;-35.116;2511202;400.39
1656.0;Pitimbu - PB;-7.471;-34.809;2511905;136.435
1666.0;Rio Tinto - PB;-6.803;-35.081;2512903;464.886
473.0;Cuité de Mamanguape - PB;-6.915;-35.252;2505238;108.448
475.0;Curral de Cima - PB;-6.717;-35.269;2505279;85.096
499.0;Pedro Régis - PB;-6.633;-35.297;2512721;73.56
483.0;Marcação - PB;-6.77;-35.015;2509057;122.896
463.0;Capim - PB;-6.916;-35.172;2504033;78.167
1559.0;Bom Jesus - PB;-6.817;-38.65;2502201;47.631
1561.0;Bonito de Santa Fé - PB;-7.313;-38.515;2502409;228.327
1570.0;Cachoeira dos Índios - PB;-6.927;-38.674;2503308;193.068
1574.0;Cajazeiras - PB;-6.89;-38.562;2503704;565.899
1581.0;Conceição - PB;-7.562;-38.509;2504405;579.435
1590.0;Curral Velho - PB;-7.5809999999999995;-38.198;2505303;222.957
1593.0;Diamante - PB;-7.428;-38.264;2505600;269.111
1603.0;Ibiara - PB;-7.501;-38.405;2506608;244.485
1647.0;Pedra Branca - PB;-7.427;-38.068;2511004;112.933
1670.0;Santa Helena - PB;-6.72;-38.638;2513307;210.322
1672.0;Santana de Mangueira - PB;-7.555;-38.332;2513505;402.152
1682.0;São José de Piranhas - PB;-7.121;-38.502;2514503;677.305
1694.0;Serra Grande - PB;-7.215;-38.37;2515708;83.474
1706.0;Uiraúna - PB;-6.518;-38.412;2516904;294.499
513.0;Joca Claudino - PB;-6.49;-38.476;2513653;74.007
511.0;Santa Inês - PB;-7.621;-38.554;2513356;324.425
497.0;Poço de José de Moura - PB;-6.575;-38.512;2512077;100.971
495.0;Poço Dantas - PB;-6.4030000000000005;-38.495;2512036;97.25
455.0;Bernardino Batista - PB;-6.452;-38.551;2502052;50.628
1538.0;Aguiar - PB;-7.092;-38.171;2500205;344.708
1563.0;Igaracy - PB;-7.181;-38.149;2502607;192.26
1579.0;Catingueira - PB;-7.126;-37.609;2504207;529.454
1582.0;Condado - PB;-6.91;-37.601;2504504;280.916
1585.0;Coremas - PB;-7.014;-37.946;2504801;379.493
1596.0;Emas - PB;-7.108;-37.716;2505907;240.901
1607.0;Itaporanga - PB;-7.304;-38.15;2507002;468.06
1621.0;Lastro - PB;-6.516;-38.18;2508406;102.67
1625.0;Malta - PB;-6.904;-37.522;2508802;156.242
1637.0;Nazarezinho - PB;-6.916;-38.325;2510006;191.487
1639.0;Nova Olinda - PB;-7.48;-38.042;2510204;84.253
1641.0;Olho d'Água - PB;-7.228;-37.751;2510402;596.129
1645.0;Patos - PB;-7.024;-37.28;2510808;473.056
1658.0;Pombal - PB;-6.77;-37.802;2512101;888.807
1663.0;Quixabá - PB;-7.031;-37.149;2512606;156.683
1667.0;Salgadinho - PB;-7.103;-36.845;2513000;184.24
1669.0;Santa Cruz - PB;-6.533;-38.062;2513208;210.165
1675.0;Santa Teresinha - PB;-7.116;-37.452;2513802;357.953
1679.0;São José da Lagoa Tapada - PB;-6.941;-38.162;2514206;341.805
1681.0;São José de Espinharas - PB;-6.8469999999999995;-37.326;2514404;725.656
1684.0;São José do Sabugi - PB;-6.776;-36.799;2514701;206.915
1686.0;São Mamede - PB;-6.927;-37.096;2514909;530.728
1708.0;Várzea - PB;-6.772;-36.992;2517100;190.447
447.0;Areia de Baraúnas - PB;-7.123;-36.941;2501153;96.343
461.0;Cajazeirinhas - PB;-6.961;-37.806;2503753;287.894
521.0;São Domingos de Pombal - PB;-6.814;-37.942;2513968;169.105
517.0;São Bentinho - PB;-6.901;-37.729;2513927;195.965
539.0;Vieirópolis - PB;-6.507;-38.256;2517209;146.779
485.0;Marizópolis - PB;-6.842;-38.347;2509156;63.61
445.0;Aparecida - PB;-6.784;-38.087;2500775;295.705
523.0;São Francisco - PB;-6.619;-38.094;2513984;95.055
1554.0;Barra de São Miguel - PB;-7.751;-36.318;2501708;595.211
1568.0;Cabaceiras - PB;-7.489;-36.287;2503100;452.922
1584.0;Congo - PB;-7.797;-36.66;2504702;333.471
1602.0;Gurjão - PB;-7.247;-36.489;2506509;343.198
1643.0;Ouro Velho - PB;-7.62;-37.152;2510600;129.4
1677.0;São João do Cariri - PB;-7.391;-36.533;2514008;653.602
1689.0;São Sebastião do Umbuzeiro - PB;-8.152;-37.01;2515203;460.573
1692.0;Serra Branca - PB;-7.483;-36.665;2515500;686.915
1698.0;Soledade - PB;-7.057;-36.363;2516102;560.042
1700.0;Sumé - PB;-7.672;-36.88;2516300;838.071
453.0;Barra de Santana - PB;-7.52;-36.0;2501575;376.912
439.0;Alcantil - PB;-7.744;-36.056;2500536;305.394
507.0;Riacho de Santo Antônio - PB;-7.693;-36.157;2512788;91.324
493.0;Parari - PB;-7.321;-36.656;2510659;128.484
469.0;Caturité - PB;-7.42;-36.027;2504355;118.081
471.0;Coxixola - PB;-7.627;-36.606;2504850;169.878
465.0;Caraúbas - PB;-7.727;-36.492;2504074;497.204
541.0;Zabelê - PB;-8.076;-37.098;2517407;109.394
479.0;Gado Bravo - PB;-7.583;-35.791;2506251;192.406
509.0;Santa Cecília - PB;-7.739;-35.879;2513158;227.875
443.0;Amparo - PB;-7.568;-37.064;2500734;121.984
515.0;Santo André - PB;-7.218;-36.633;2513851;225.169
449.0;Assunção - PB;-7.074;-36.731;2501351;126.427
1548.0;Areial - PB;-7.048;-35.931;2501203;33.142
1577.0;Campina Grande - PB;-7.231;-35.881;2504009;594.182
1597.0;Esperança - PB;-7.023;-35.86;2506004;163.781
1598.0;Fagundes - PB;-7.355;-35.775;2506103;189.026
1620.0;Lagoa Seca - PB;-7.171;-35.854;2508307;107.589
1632.0;Montadas - PB;-7.088;-35.959;2509503;31.588
1664.0;Remígio - PB;-6.9030000000000005;-35.834;2512705;177.999
457.0;Boa Vista - PB;-7.259;-36.24;2502151;476.541
467.0;Casserengue - PB;-6.783;-35.821;2504157;201.381
441.0;Algodão de Jandaíra - PB;-6.816;-35.922;2500577;220.249
1540.0;Alagoa Nova - PB;-7.071;-35.758;2500403;122.255
1545.0;Arara - PB;-6.828;-35.758;2500908;99.112
1552.0;Bananeiras - PB;-6.75;-35.633;2501500;257.931
1696.0;Serraria - PB;-6.82;-35.633;2515906;65.299
487.0;Matinhas - PB;-7.125;-35.767;2509339;38.124
1575.0;Caldas Brandão - PB;-7.103;-35.326;2503803;55.854
1606.0;Itabaiana - PB;-7.329;-35.333;2506905;218.848
1616.0;Juripiranga - PB;-7.373;-35.238;2507903;78.846
1628.0;Mari - PB;-7.06;-35.319;2509107;154.824
1652.0;Pilar - PB;-7.267;-35.26;2511509;102.399
1687.0;São Miguel de Taipu - PB;-7.25;-35.21;2515005;92.526
1690.0;Sapé - PB;-7.095;-35.233;2515302;315.532
525.0;São José dos Ramos - PB;-7.251;-35.384;2514453;98.232
505.0;Riachão do Poço - PB;-7.142;-35.291;2512762;39.905
533.0;Sobrado - PB;-7.144;-35.239;2515971;61.743
1537.0;Água Branca - PB;-7.5120000000000005;-37.641;2500106;236.608
1591.0;Desterro - PB;-7.291;-37.094;2505402;179.387
1604.0;Imaculada - PB;-7.39;-37.509;2506707;316.984
1617.0;Juru - PB;-7.537;-37.819;2508000;403.279
1660.0;Princesa Isabel - PB;-7.737;-37.993;2512309;367.975
1703.0;Tavares - PB;-7.636;-37.878;2516607;237.33
1704.0;Teixeira - PB;-7.223;-37.254;2516706;160.9
527.0;São José de Princesa - PB;-7.7379999999999995;-38.094;2514552;158.023
491.0;Maturéia - PB;-7.267;-37.351;2509396;83.687
459.0;Cacimbas - PB;-7.211;-37.058;2503555;126.543
1747.0;Araripina - PE;-7.576;-40.498;2601102;1892.596
1756.0;Bodocó - PE;-7.7780000000000005;-39.941;2602001;1616.502
1789.0;Exu - PE;-7.5120000000000005;-39.724;2605301;1337.495
1799.0;Granito - PE;-7.716;-39.615;2606309;521.942
1809.0;Ipubi - PE;-7.652;-40.149;2607307;861.419
1835.0;Ouricuri - PE;-7.883;-40.082;2609907;2422.89
1879.0;Moreilândia - PE;-7.631;-39.551;2614303;404.572
1892.0;Trindade - PE;-7.7620000000000005;-40.268;2615607;229.544
1735.0;Santa Cruz - PE;-8.24;-40.336;2612455;1255.936
555.0;Santa Filomena - PE;-8.163;-40.616;2612554;1005.045
1779.0;Cedro - PE;-7.7219999999999995;-39.239;2604304;148.762
1829.0;Mirandiba - PE;-8.119;-38.728;2609303;821.676
1840.0;Parnamirim - PE;-8.091;-39.578;2610400;2597.105
1858.0;Salgueiro - PE;-8.067;-39.12;2612208;1686.814
1871.0;São José do Belmonte - PE;-7.861;-38.76;2613503;1474.085
1876.0;Serrita - PE;-7.933;-39.296;2614006;1537.256
1888.0;Terra Nova - PE;-8.23;-39.376;2615201;320.501
1897.0;Verdejante - PE;-7.926;-38.972;2616100;476.039
1738.0;Afrânio - PE;-8.515;-41.005;2600203;1490.596
1752.0;Belém de São Francisco - PE;-8.758;-38.964;2601607;1830.802
1766.0;Cabrobó - PE;-8.512;-39.307;2603009;1657.705
1793.0;Floresta - PE;-8.600999999999999;-38.568;2605707;3644.168
1810.0;Itacuruba - PE;-8.834;-38.704;2607406;430.033
1834.0;Orocó - PE;-8.62;-39.602;2609808;554.759
1846.0;Petrolândia - PE;-9.069;-38.303;2611002;1056.595
1847.0;Petrolina - PE;-9.393;-40.508;2611101;4561.872
1862.0;Santa Maria da Boa Vista - PE;-8.809;-39.825;2612604;3001.179
1904.0;Carnaubeira da Penha - PE;-8.322;-38.744;2603926;1004.667
1736.0;Dormentes - PE;-8.447;-40.771;2605152;1537.642
551.0;Lagoa Grande - PE;-8.997;-40.272;2608750;1848.895
549.0;Jatobá - PE;-9.183;-38.269;2608057;277.862
1737.0;Afogados da Ingazeira - PE;-7.751;-37.639;2600104;377.696
1761.0;Brejinho - PE;-7.349;-37.286;2602506;106.276
1770.0;Calumbi - PE;-7.941;-38.15;2603405;179.314
1775.0;Carnaíba - PE;-7.805;-37.794;2603900;427.802
1792.0;Flores - PE;-7.866;-37.975;2605608;995.558
1805.0;Iguaraci - PE;-7.835;-37.515;2606903;838.132
1807.0;Ingazeira - PE;-7.676;-37.46;2607109;243.669
1813.0;Itapetim - PE;-7.378;-37.19;2607703;404.851
1864.0;Santa Terezinha - PE;-7.378;-37.48;2612802;195.586
1872.0;São José do Egito - PE;-7.479;-37.274;2613602;798.877
1875.0;Serra Talhada - PE;-7.986;-38.296;2613909;2980.006
1880.0;Solidão - PE;-7.6;-37.652;2614402;138.399
1882.0;Tabira - PE;-7.591;-37.539;2614600;388.005
1893.0;Triunfo - PE;-7.838;-38.102;2615706;191.518
1895.0;Tuparetama - PE;-7.602;-37.311;2615904;178.57
1905.0;Quixaba - PE;-7.72;-37.848;2611533;210.705
1906.0;Santa Cruz da Baixa Verde - PE;-7.821;-38.153;2612471;114.932
1754.0;Betânia - PE;-8.276;-38.034;2601805;1244.074
1787.0;Custódia - PE;-8.088;-37.643;2605103;1404.127
1802.0;Ibimirim - PE;-8.541;-37.69;2606606;1906.437
1806.0;Inajá - PE;-8.903;-37.827;2607000;1182.551
1877.0;Sertânia - PE;-8.074;-37.264;2614105;2421.527
1884.0;Tacaratu - PE;-9.106;-38.15;2614808;1264.531
553.0;Manari - PE;-8.964;-37.628;2609154;380.226
1741.0;Águas Belas - PE;-9.111;-37.123;2600500;885.986
1748.0;Arcoverde - PE;-8.419;-37.054;2601201;350.901
1764.0;Buíque - PE;-8.623;-37.156;2602803;1329.735
1811.0;Itaíba - PE;-8.948;-37.423;2607505;1084.775
1844.0;Pedra - PE;-8.497;-36.941;2610806;803.216
1894.0;Tupanatinga - PE;-8.753;-37.34;2615805;950.474
1896.0;Venturosa - PE;-8.575;-36.874;2616001;320.731
1758.0;Bom Jardim - PE;-7.796;-35.587;2602209;223.18
1781.0;Chã Grande - PE;-8.238;-35.462;2604502;84.848
1785.0;Cumaru - PE;-8.006;-35.697;2604908;292.232
1790.0;Feira Nova - PE;-7.951;-35.389;2605400;107.726
1794.0;Frei Miguelinho - PE;-7.9399999999999995;-35.912;2605806;212.707
1797.0;Glória do Goitá - PE;-8.002;-35.293;2606101;231.832
1817.0;João Alfredo - PE;-7.856;-35.588;2608107;135.123
1825.0;Limoeiro - PE;-7.875;-35.45;2608909;273.739
1827.0;Machados - PE;-7.686;-35.515;2609105;60.036
1833.0;Orobó - PE;-7.745;-35.602;2609709;138.662
1841.0;Passira - PE;-7.995;-35.581;2610509;326.758
1849.0;Pombos - PE;-8.141;-35.396;2611309;203.18
1857.0;Salgadinho - PE;-7.936;-35.633;2612109;87.217
1863.0;Santa Maria do Cambucá - PE;-7.84;-35.902;2612703;92.148
1874.0;São Vicente Ferrer - PE;-7.591;-35.491;2613800;113.985
1881.0;Surubim - PE;-7.832;-35.756;2614501;252.855
1886.0;Taquaritinga do Norte - PE;-7.9030000000000005;-36.044;2615003;475.183
1890.0;Toritama - PE;-7.999;-36.051;2615409;25.704
1898.0;Vertentes - PE;-7.9030000000000005;-35.988;2616209;196.325
1732.0;Vertente do Lério - PE;-7.771;-35.85;2616183;73.631
545.0;Casinhas - PE;-7.741;-35.721;2604155;115.868
1742.0;Alagoinha - PE;-8.466;-36.776;2600609;217.829
1755.0;Bezerros - PE;-8.233;-35.797;2601904;490.817
1762.0;Brejo da Madre de Deus - PE;-8.146;-36.371;2602605;762.345
1767.0;Cachoeirinha - PE;-8.486;-36.233;2603108;179.262
1774.0;Capoeiras - PE;-8.735;-36.627;2603801;336.329
1777.0;Caruaru - PE;-8.283;-35.976;2604106;920.611
1800.0;Gravatá - PE;-8.201;-35.565;2606408;506.785
1816.0;Jataúba - PE;-7.99;-36.496;2608008;672.183
1845.0;Pesqueira - PE;-8.358;-36.696;2610905;995.536
1848.0;Poção - PE;-8.186;-36.705;2611200;246.749
1853.0;Riacho das Almas - PE;-8.134;-35.856;2611705;314.003
1860.0;Sanharó - PE;-8.361;-36.566;2612406;268.686
1861.0;Santa Cruz do Capibaribe - PE;-7.957;-36.205;2612505;335.309
1866.0;São Bento do Una - PE;-8.523;-36.444;2613008;719.147
1867.0;São Caitano - PE;-8.326;-36.143;2613107;382.465
1883.0;Tacaimbó - PE;-8.316;-36.293;2614709;227.601
1739.0;Agrestina - PE;-8.458;-35.945;2600302;201.446
1744.0;Altinho - PE;-8.49;-36.059;2600807;454.484
1746.0;Angelim - PE;-8.89;-36.286;2601003;118.037
1749.0;Barra de Guabiraba - PE;-8.42;-35.658;2601300;114.65
1757.0;Bom Conselho - PE;-9.17;-36.68;2602100;792.186
1759.0;Bonito - PE;-8.47;-35.729;2602308;395.613
1760.0;Brejão - PE;-9.03;-36.569;2602407;159.786
1768.0;Caetés - PE;-8.773;-36.623;2603207;329.477
1769.0;Calçado - PE;-8.742;-36.334;2603306;121.945
1771.0;Camocim de São Félix - PE;-8.359;-35.762;2603504;72.477
1773.0;Canhotinho - PE;-8.882;-36.191;2603702;423.083
1786.0;Cupira - PE;-8.617;-35.95;2605004;105.559
1796.0;Garanhuns - PE;-8.89;-36.493;2606002;458.552
1801.0;Iati - PE;-9.046;-36.846;2606507;635.136
1803.0;Ibirajuba - PE;-8.581;-36.179;2606705;189.596
1819.0;Jupi - PE;-8.712;-36.415;2608305;104.993
1820.0;Jurema - PE;-8.718;-36.136;2608404;148.254
1822.0;Lagoa do Ouro - PE;-9.127;-36.459;2608602;198.761
1823.0;Lagoa dos Gatos - PE;-8.658;-35.9;2608701;222.87
1824.0;Lajedo - PE;-8.664;-36.32;2608800;189.096
1837.0;Palmeirina - PE;-9.004;-36.326;2610103;158.021
1838.0;Panelas - PE;-8.664;-36.006;2610202;370.94
1839.0;Paranatama - PE;-8.921;-36.658;2610301;230.888
1856.0;Sairé - PE;-8.328;-35.706;2612000;189.365
1859.0;Saloá - PE;-8.975999999999999;-36.688;2612307;252.08
1868.0;São João - PE;-8.876;-36.367;2613206;258.334
1869.0;São Joaquim do Monte - PE;-8.432;-35.804;2613305;231.804
1887.0;Terezinha - PE;-9.056;-36.623;2615102;151.45
1734.0;Jucati - PE;-8.706;-36.489;2608255;120.604
1743.0;Aliança - PE;-7.603;-35.231;2600708;272.79
1763.0;Buenos Aires - PE;-7.726;-35.327;2602704;93.187
1772.0;Camutanga - PE;-7.407;-35.274;2603603;37.518
1776.0;Carpina - PE;-7.851;-35.255;2604007;144.931
1780.0;Chã de Alegria - PE;-8.001;-35.213;2604403;48.548
1782.0;Condado - PE;-7.586;-35.106;2604601;89.645
1791.0;Ferreiros - PE;-7.448;-35.244;2605509;89.348
1798.0;Goiana - PE;-7.561;-35.003;2606200;501.884
1804.0;Igarassu - PE;-7.834;-34.906;2606804;305.56
1812.0;Ilha de Itamaracá - PE;-7.748;-34.826;2607604;66.684
1814.0;Itaquitinga - PE;-7.668;-35.102;2607802;103.424
1821.0;Lagoa do Itaenga - PE;-7.936;-35.29;2608503;57.282
1826.0;Macaparana - PE;-7.555;-35.453;2609006;108.048
1831.0;Nazaré da Mata - PE;-7.742;-35.228;2609501;150.264
1885.0;Itambé - PE;-7.41;-35.113;2607653;304.812
1889.0;Timbaúba - PE;-7.505;-35.318;2615300;291.522
1891.0;Tracunhaém - PE;-7.805;-35.24;2615508;118.388
1899.0;Vicência - PE;-7.657;-35.327;2616308;228.017
1903.0;Itapissuma - PE;-7.776;-34.892;2607752;74.235
1731.0;Lagoa do Carro - PE;-7.845;-35.32;2608453;69.666
543.0;Araçoiaba - PE;-7.79;-35.091;2601052;96.381
1765.0;Cabo de Santo Agostinho - PE;-8.287;-35.035;2602902;448.735
1815.0;Jaboatão dos Guararapes - PE;-8.113;-35.015;2607901;258.694
1830.0;Moreno - PE;-8.119;-35.092;2609402;196.072
1832.0;Olinda - PE;-8.009;-34.855;2609600;41.681
1843.0;Paulista - PE;-7.941;-34.873;2610707;97.312
1852.0;Recife - PE;-8.054;-34.881;2611606;218.435
1873.0;São Lourenço da Mata - PE;-8.002;-35.018;2613701;262.106
1902.0;Abreu e Lima - PE;-7.912;-34.903;2600054;126.193
1901.0;Camaragibe - PE;-8.022;-34.981;2603454;51.257
1740.0;Água Preta - PE;-8.707;-35.531;2600401;533.331
1745.0;Amaraji - PE;-8.383;-35.453;2600906;234.956
1750.0;Barreiros - PE;-8.818;-35.186;2601409;233.373
1751.0;Belém de Maria - PE;-8.614;-35.809;2601508;73.742
1778.0;Catende - PE;-8.667;-35.717;2604205;207.244
1784.0;Cortês - PE;-8.47;-35.541;2604809;101.316
1788.0;Escada - PE;-8.359;-35.224;2605202;346.959
1795.0;Gameleira - PE;-8.584;-35.387;2605905;255.961
1808.0;Ipojuca - PE;-8.399000000000001;-35.064;2607208;527.107
1818.0;Joaquim Nabuco - PE;-8.624;-35.533;2608206;121.902
1828.0;Maraial - PE;-8.803;-35.829;2609204;199.865
1836.0;Palmares - PE;-8.683;-35.592;2610004;339.292
1850.0;Primavera - PE;-8.331;-35.354;2611408;110.185
1851.0;Quipapá - PE;-8.828;-36.012;2611507;230.617
1854.0;Ribeirão - PE;-8.514;-35.378;2611804;287.902
1855.0;Rio Formoso - PE;-8.664;-35.159;2611903;227.458
1865.0;São Benedito do Sul - PE;-8.808;-35.952;2612901;160.477
1870.0;São José da Coroa Grande - PE;-8.898;-35.148;2613404;69.338
1878.0;Sirinhaém - PE;-8.591;-35.116;2614204;374.611
1900.0;Vitória de Santo Antão - PE;-8.118;-35.291;2616407;372.637
1733.0;Xexéu - PE;-8.802;-35.627;2616506;110.813
547.0;Jaqueira - PE;-8.727;-35.793;2607950;87.208
557.0;Tamandaré - PE;-8.76;-35.105;2614857;214.307
1937.0;Água Branca - AL;-9.262;-37.938;2700102;454.625
1952.0;Canapi - AL;-9.127;-37.605;2701605;574.566
1960.0;Delmiro Gouveia - AL;-9.386;-37.996;2702405;607.813
1969.0;Inhapi - AL;-9.219;-37.754;2703304;376.855
1986.0;Mata Grande - AL;-9.118;-37.734;2705002;907.981
1994.0;Olho d'Água do Casado - AL;-9.501;-37.832;2705804;322.945
2007.0;Piranhas - AL;-9.624;-37.757;2707107;408.107
1909.0;Pariconha - AL;-9.254;-38.006;2706422;258.525
1943.0;Batalha - AL;-9.678;-37.125;2700706;320.923
1945.0;Belo Monte - AL;-9.828;-37.28;2700904;334.146
1954.0;Carneiros - AL;-9.483;-37.377;2701803;113.061
1961.0;Dois Riachos - AL;-9.393;-37.101;2702504;140.474
1970.0;Jacaré dos Homens - AL;-9.636;-37.205;2703403;142.341
1973.0;Jaramataia - AL;-9.659;-37.002;2703700;103.711
1980.0;Major Isidoro - AL;-9.532;-36.985;2704401;453.895
1982.0;Maravilha - AL;-9.236;-37.35;2704609;302.057
1990.0;Monteirópolis - AL;-9.603;-37.248;2705408;86.104
1993.0;Olho d'Água das Flores - AL;-9.536;-37.294;2705705;183.442
1996.0;Olivença - AL;-9.519;-37.191;2706000;172.961
1997.0;Ouro Branco - AL;-9.167;-37.357;2706109;204.772
1998.0;Palestina - AL;-9.672;-37.329;2706208;48.895
2000.0;Pão de Açúcar - AL;-9.748;-37.437;2706406;682.993
